Título,Endereço,Preço,Anunciante,Aréa
" Apartamento com 3 quartos à venda no bairro Alto da Glória, 89m² "," Avenida São João, 0, Alto da Glória, Goiânia - GO "," R$ 675.000,00 ",André Lima, 89m² 
" Apartamento com 3 quartos à venda no bairro Bela Vista, 79m² "," Rua T 65 a, 0, Bela Vista, Goiânia - GO "," R$ 450.000,00 ",Urbs Private 2, 79m² 
" Apartamento com 3 quartos à venda no bairro Santa Genoveva, 74m² "," Rua Timburé, 1, Santa Genoveva, Goiânia - GO "," R$ 344.300,00 ",Rede Dreamcasa, 74m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 79m² "," Rua 7, 0, Setor Oeste, Goiânia - GO "," R$ 589.000,00 ",Urbs Private 2, 79m² 
" Lote à venda no bairro Vila Mariana, 980m² "," Avenida Professor Nami Jafet, 0, Vila Mariana, Aparecida de Goiânia - GO "," R$ 795.000,00 ",Urbs Private 1, 980m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 150m² "," Rua 146, 0, Setor Marista, Goiânia - GO "," R$ 1.130.000,00 ",Urbs Private 1, 150m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 180m² "," 70, 121, Jardim Goiás, Goiânia - GO "," R$ 1.400.000,00 ",R8 Imóveis, 180m² 
" Sala à venda no bairro Setor Central, 407m² "," Rua Rafael Nascimento, 400, Setor Central, Rio Verde - GO "," R$ 2.000.000,00 ",Rede Dreamcasa, 407m² 
" Casa com 4 quartos à venda no bairro Portal do Sol II, 665m² "," Rua Sb 49, 0, Portal do Sol II, Goiânia - GO "," R$ 1.995.000,00 ",Urbs Private 2, 665m² 
" Casa com 4 quartos à venda no bairro Jardins Verona, 525m² "," Rua Veneto, 0, Jardins Verona, Goiânia - GO "," R$ 3.600.000,00 ",Urbs Private 1, 525m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 130m² "," R. C-238, 138, Jardim América, Goiânia - GO "," R$ 850.000,00 ",R8 Imóveis, 130m² 
" Casa com 2 quartos à venda no Condomínio Amin Camargo, 110m² "," Via Granada, 0, Condomínio Amin Camargo, Goiânia - GO "," R$ 190.000,00 ",Rede Dreamcasa, 110m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 365m² "," Rua 148, 0, Setor Marista, Goiânia - GO "," R$ 3.100.000,00 ",Urbs Private 2, 365m² 
" Casa com 4 quartos à venda no bairro Setor Sul, 504m² "," Rua 114, 0, Setor Sul, Goiânia - GO "," R$ 1.200.000,00 ",André Lima, 504m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 84m² "," Rua 6, 0, Jardim Goiás, Goiânia - GO "," R$ 550.000,00 ",Urbs Private 1, 84m² 
" Casa com 5 quartos à venda no bairro Residencial Aldeia do Vale, 2950m² "," Rua dos Buritis, 0, Residencial Aldeia do Vale, Goiânia - GO "," R$ 5.500.000,00 ",Urbs Private 1, 2950m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 190m² "," Rua 13, 842, Setor Marista, Goiânia - GO "," R$ 1.905.000,00 ",Amj Gestão Imobiliária, 190m² 
" Casa com 2 quartos à venda no bairro Martins, 70m² "," Rua Almério de Freitas Prado, 0, Martins, Rio Verde - GO "," R$ 250.000,00 ",Rede Dreamcasa, 70m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 86m² "," T 4, 1017, Setor Bueno, Goiânia - GO "," R$ 410.000,00 ",M2 Investimentos Imobiliários, 86m² 
" Casa com 3 quartos à venda no bairro Jardim Buriti Sereno, 300m² "," Avenida 115, 0, Jardim Buriti Sereno, Aparecida de Goiânia - GO "," R$ 199.999,00 ",Rede Dreamcasa, 300m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 76m² "," Rua 52, 1056, Jardim Goiás, Goiânia - GO "," R$ 450.000,00 ",R8 Imóveis, 76m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 107m² "," Avenida T 2, 0, Setor Bueno, Goiânia - GO "," R$ 680.000,00 ",Rede Dreamcasa, 107m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 271m² "," Coronel Eugênio Jardim, 286, Setor Marista, Goiânia - GO "," R$ 2.790.000,00 ",R8 Imóveis, 271m² 
" Casa com 2 quartos à venda no bairro Conjunto Morada do Sol, 187m² "," Rua 16, 76, Conjunto Morada do Sol, Rio Verde - GO "," R$ 600.000,00 ",Rede Dreamcasa, 187m² 
" Apartamento com 2 quartos à venda no bairro Residencial Eldorado, 51m² "," Avenida Milão, 17, Residencial Eldorado, Goiânia - GO "," R$ 229.500,00 ",R8 Imóveis, 51m² 
" Casa com 4 quartos à venda no bairro Feliz, 240m² "," Rua L3, 0, Feliz, Goiânia - GO "," R$ 430.000,00 ",André Lima, 240m² 
" Apartamento com 3 quartos à venda no bairro Parque Lozandes, 139m² "," Avenida Pl 3, 0, Parque Lozandes, Goiânia - GO "," R$ 950.000,00 ",Urbs Private M, 139m² 
" Apartamento com 5 quartos à venda no bairro Setor Marista, 561m² "," Rua 28, 0, Setor Marista, Goiânia - GO "," R$ 2.706.484,00 ",Urbs Private 1, 561m² 
" Lote à venda no bairro Vargem Bonita, 8321m² "," Alameda do Sapé, 0, Vargem Bonita, Senador Canedo - GO "," R$ 1.800.000,00 ",Urbs Private M, 8321m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 185m² "," 12 Esquina Com a Portugal, 100, Setor Oeste, Goiânia - GO "," R$ 1.650.000,00 ",R8 Imóveis, 185m² 
" Lote à venda no bairro Jardins Itália, 1100m² "," Rua Ferrara, 0, Jardins Itália, Goiânia - GO "," R$ 2.640.000,00 ",Urbs Private 2, 1100m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 89m² "," Rua T 44, 287, Setor Bueno, Goiânia - GO "," R$ 517.000,00 ",Amj Gestão Imobiliária, 89m² 
" Apartamento com 1 quarto à venda no bairro Esplanada, 20m² "," Esplanada, 1, Esplanada, Rio Quente - GO "," R$ 70.000,00 ",Jones Imóveis, 20m² 
" Casa com 3 quartos à venda no bairro Fazenda Vau das Pombas, 425m² "," Rodovia Go-020, 0, Fazenda Vau das Pombas, Goiânia - GO "," R$ 2.900.000,00 ",Urbs Private 1, 425m² 
" Lote à venda no bairro Jardins Bolonha, 417m² "," Rua das Carnaúbas, 0, Jardins Bolonha, Senador Canedo - GO "," R$ 350.000,00 ",Urbs Private M, 417m² 
" Casa com 3 quartos à venda no bairro Jardim Imperial, 150m² "," Rua do Príncipe Regente, 0, Jardim Imperial, Aparecida de Goiânia - GO "," R$ 390.000,00 ",Urbs Private M, 150m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 70m² "," Rua 1123, 0, Setor Marista, Goiânia - GO "," R$ 200.000,00 ",Urbs Private 2, 70m² 
" Apartamento com 2 quartos à venda no bairro Jardim Bela Vista - Continuação, 71m² "," Rua Dona Josefina, 0, Jardim Bela Vista - Continuação, Aparecida de Goiânia - GO "," R$ 450.000,00 ",Urbs Private 3, 71m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 158m² "," Rua 34, 554, Setor Marista, Goiânia - GO "," R$ 1.340.000,00 ",Abel Filho Imóveis, 158m² 
" Apartamento com 4 quartos à venda no bairro Nova Suiça, 152m² "," Rua C 139, 0, Nova Suiça, Goiânia - GO "," R$ 580.000,00 ",Rede Dreamcasa, 152m² 
" Lote à venda no bairro Jardim Petrópolis, 420m² "," Rua São Carlos, 0, Jardim Petrópolis, Goiânia - GO "," R$ 280.000,00 ",Urbs Private M, 420m² 
" Lote à venda no bairro Setor Aeroporto, 500m² "," Avenida República do Líbano, 0, Setor Aeroporto, Goiânia - GO "," R$ 2.000.000,00 ",Urbs Private 2, 500m² 
" Casa com 3 quartos à venda no bairro Leste Universitário, 421m² "," Rua 218, 0, Leste Universitário, Goiânia - GO "," R$ 1.000.000,00 ",Urbs Private M, 421m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 298m² "," Avenida Portugal, 0, Setor Oeste, Goiânia - GO "," R$ 700.000,00 ",Urbs Private 1, 298m² 
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 64m² "," Rua Caapi, 0, Parque Amazônia, Goiânia - GO "," R$ 370.256,00 ",Urbs Private M, 64m² 
" Apartamento com 2 quartos à venda no bairro Parque Primavera, 52m² "," Rua das Acácias, 0, Parque Primavera, Aparecida de Goiânia - GO "," R$ 129.000,00 ",Urbs Private 3, 52m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 182m² "," Avenida T 3, 0, Setor Bueno, Goiânia - GO "," R$ 1.200.000,00 ",Urbs Private M, 182m² 
" Casa com 3 quartos à venda no bairro Setor Central, 300m² "," Rua Rosulino Ferreira Guimarães, 0, Setor Central, Rio Verde - GO "," R$ 350.000,00 ",Rede Dreamcasa, 300m² 
" Casa com 4 quartos à venda no bairro Residencial Granville, 450m² "," Rua Gv4, 0, Residencial Granville, Goiânia - GO "," R$ 1.800.000,00 ",Urbs Private 3, 450m² 
" Lote à venda no bairro Jardim Goiás, 569m² "," Rua 39, 0, Jardim Goiás, Goiânia - GO "," R$ 700.000,00 ",Urbs Private 1, 569m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 210m² "," Rua C 238, 50, Setor Bueno, Goiânia - GO "," R$ 1.525.000,00 ",R8 Imóveis, 210m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 109m² "," T-37 Qd. 147 Lt. 18/20, 3457, Setor Bueno, Goiânia - GO "," R$ 743.000,00 ",R8 Imóveis, 109m² 
" Casa com 3 quartos à venda no bairro Cidade Vera Cruz - Jardins Viena, 1698m² "," Alameda dos Girassóis, 0, Cidade Vera Cruz - Jardins Viena, Aparecida de Goiânia - GO "," R$ 4.500.000,00 ",Urbs Private 1, 1698m² 
" Casa com 3 quartos à venda no bairro Jardim Presidente, 110m² "," Rua 124, 0, Jardim Presidente, Rio Verde - GO "," R$ 700.000,00 ",Rede Dreamcasa, 110m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 111m² "," Viela 1141, 333, Setor Marista, Goiânia - GO "," R$ 845.000,00 ",Pinamar, 111m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 200m² "," Rua T 44, 0, Setor Bueno, Goiânia - GO "," R$ 660.000,00 ",Urbs Private M, 200m² 
 Apartamento com 4 quartos à venda no bairro Setor Bueno ," Rua T61, 1, Setor Bueno, Goiânia - GO "," R$ 3.100.000,00 ",R8 Imóveis,
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 95m² "," Avenida Copacabana, 135, Jardim Atlântico, Goiânia - GO "," R$ 650.000,00 ",Abel Filho Imóveis, 95m² 
" Casa com 3 quartos à venda no bairro Residencial Vereda dos Buritis, 201m² "," Rua Vb 27, 0, Residencial Vereda dos Buritis, Goiânia - GO "," R$ 290.000,00 ",Urbs Private M, 201m² 
" Apartamento com 2 quartos à venda no bairro Parque Oeste Industrial, 54m² "," Do Esmalte, 300, Parque Oeste Industrial, Goiânia - GO "," R$ 210.000,00 ",M2 Investimentos Imobiliários, 54m² 
" Casa com 3 quartos à venda no bairro Parque das Flores, 133m² "," Rua Fl 27, 0, Parque das Flores, Goiânia - GO "," R$ 530.000,00 ",Rede Dreamcasa, 133m² 
" Apartamento com 3 quartos à venda no bairro Coimbra, 90m² "," 231 Com Av. Perimetral Qd 5, 111, Coimbra, Goiânia - GO "," R$ 590.000,00 ",R8 Imóveis, 90m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 490m² "," Rua C29, 0, Jardim América, Goiânia - GO "," R$ 380.000,00 ",Urbs Private 2, 490m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 60m² "," Avenida T 4, 880, Setor Bueno, Goiânia - GO "," R$ 350.000,00 ",Jovita Cruvinel, 60m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 434m² "," Rua Ggc 27, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.850.000,00 ",Urbs Private 2, 434m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 74m² "," Rua Maceio, 330, Jardim Atlântico, Goiânia - GO "," R$ 346.000,00 ",R8 Imóveis, 74m² 
" Casa com 4 quartos à venda no bairro Santa Genoveva, 312m² "," Rua da Concórdia, 0, Santa Genoveva, Goiânia - GO "," R$ 1.301.637,00 ",Urbs Private 1, 312m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 130m² "," Rua 138, 0, Setor Marista, Goiânia - GO "," R$ 1.150.000,00 ",Urbs Private 1, 130m² 
" Apartamento com 3 quartos à venda no bairro Jardim Europa, 96m² "," Puccini, 12, Jardim Europa, Goiânia - GO "," R$ 583.900,00 ",R8 Imóveis, 96m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 179m² "," Rua 3, 0, Setor Oeste, Goiânia - GO "," R$ 1.450.000,00 ",Urbs Private 1, 179m² 
" Apartamento com 1 quarto à venda no bairro Setor Marista, 28m² "," Rua T 55, 0, Setor Marista, Goiânia - GO "," R$ 330.000,00 ",Urbs Private 1, 28m² 
" Lote à venda no bairro Leste Universitário, 389m² "," Rua 220, 0, Leste Universitário, Goiânia - GO "," R$ 500.000,00 ",Urbs Private 1, 389m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 764m² "," Rua Pegasus, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 3.900.000,00 ",Urbs Private 2, 764m² 
" Lote à venda no bairro Leste Universitário, 525m² "," 236, 10, Leste Universitário, Goiânia - GO "," R$ 900.000,00 ",Corretora Aguia, 525m² 
" Apartamento com 2 quartos à venda no bairro Negrão de Lima, 64m² "," Armando de Godoy, 1, Negrão de Lima, Goiânia - GO "," R$ 308.700,00 ",M2 Investimentos Imobiliários, 64m² 
" Casa com 3 quartos à venda no bairro Residencial Goiânia Golfe Clube, 425m² "," Rua Ggc33, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.690.000,00 ",Urbs Private 3, 425m² 
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 64m² "," Rua Caapi, 1, Parque Amazônia, Goiânia - GO "," R$ 335.000,00 ",R8 Imóveis, 64m² 
" Casa em Condomínio com 5 quartos à venda no bairro Alphaville Flamboyant, 813m² "," Rua Arial, 1, Alphaville Flamboyant, Goiânia - GO "," R$ 4.600.000,00 ",Pointer Imoveis, 813m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 204m² "," Avenida H, 0, Jardim Goiás, Goiânia - GO "," R$ 1.650.000,00 ",Urbs Private M, 204m² 
 Apartamento com 3 quartos à venda no bairro Setor Bueno ," Avenida T 15, 0, Setor Bueno, Goiânia - GO "," R$ 850.000,00 ",Urbs Private 1,
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 828m² "," Rua Itajá, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 5.200.000,00 ",Urbs Private 3, 828m² 
" Casa com 3 quartos à venda no bairro Residencial Condomínio Jardim Veneza, 360m² "," Rua Jv 16 Qd. 24 Lt. 23, 0, Residencial Condomínio Jardim Veneza, Senador Canedo - GO "," R$ 1.100.000,00 ",Urbs Private M, 360m² 
" Casa com 4 quartos à venda no bairro Jardim Europa, 429m² "," Rua Finlândia, 0, Jardim Europa, Goiânia - GO "," R$ 740.000,00 ",Urbs Private 3, 429m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant Residencial Araguaia, 1637m² "," Rua Contagem, 0, Alphaville Flamboyant Residencial Araguaia, Goiânia - GO "," R$ 8.500.000,00 ",Urbs Private 1, 1637m² 
" Casa com 3 quartos à venda no bairro Cardoso, 179m² "," Rua Contorno, 0, Cardoso, Aparecida de Goiânia - GO "," R$ 695.000,00 ",Urbs Private M, 179m² 
" Lote à venda no bairro Setor Garavelo, 501m² "," Avenida Liberdade, 0, Setor Garavelo, Aparecida de Goiânia - GO "," R$ 600.000,00 ",Urbs Private M, 501m² 
" Casa com 4 quartos à venda no bairro Fazenda Vau das Pombas, 1250m² "," Rodovia Go-020, 0, Fazenda Vau das Pombas, Goiânia - GO "," R$ 3.750.000,00 ",Urbs Private M, 1250m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 180m² "," Rua 2, 0, Jardim Goiás, Goiânia - GO "," R$ 850.000,00 ",Urbs Private 3, 180m² 
" Lote à venda no bairro Residencial Goiânia Golfe Clube, 1250m² "," Avenida 1, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.455.000,00 ",Urbs Private 3, 1250m² 
" Apartamento com 2 quartos à venda no bairro Setor Oeste, 64m² "," Rua K, 0, Setor Oeste, Goiânia - GO "," R$ 415.000,00 ",Urbs Private 1, 64m² 
" Apartamento com 2 quartos à venda no bairro Vila Maria, 45m² "," Heno Jacome Perillo, 1, Vila Maria, Aparecida de Goiânia - GO "," R$ 169.000,00 ",M2 Investimentos Imobiliários, 45m² 
" Sala à venda no bairro Setor Bueno, 32m² "," T 2, 471, Setor Bueno, Goiânia - GO "," R$ 240.750,00 ",R8 Imóveis, 32m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 143m² "," Avenida Laudelino Gomes, 210, Pedro Ludovico, Goiânia - GO "," R$ 1.025.000,00 ",R8 Imóveis, 143m² 
" Casa com 3 quartos à venda no bairro Residencial Gameleira, 105m² "," Rua Rg 4, 0, Residencial Gameleira, Rio Verde - GO "," R$ 500.000,00 ",Rede Dreamcasa, 105m² 
" Lote à venda no bairro Parque Amazônia, 390m² "," Rua Canuma, 0, Parque Amazônia, Goiânia - GO "," R$ 385.000,00 ",Urbs Private 3, 390m² 
" Casa com 4 quartos à venda no bairro Jardim América, 492m² "," Rua C 181, 0, Jardim América, Goiânia - GO "," R$ 950.000,00 ",Urbs Private 3, 492m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 125m² "," Rua T-30, 1, Setor Bueno, Goiânia - GO "," R$ 895.000,00 ",R8 Imóveis, 125m² 
" Casa com 5 quartos à venda no bairro Central, 734m² "," Rua 05, 0, Central, Goiânia - GO "," R$ 1.600.000,00 ",Urbs Private M, 734m² 
" Apartamento com 3 quartos à venda no bairro Aeroviários, 79m² "," Avenida Industrial, 11, Aeroviários, Goiânia - GO "," R$ 531.000,00 ",Pointer Imoveis, 79m² 
" Apartamento com 3 quartos à venda no bairro Coimbra, 90m² "," Avenida Perimetral, 111, Coimbra, Goiânia - GO "," R$ 531.000,00 ",Am&p Brasil Imobiliária Ltda, 90m² 
" Apartamento com 5 quartos à venda no bairro Setor Bueno, 225m² "," Rua T 28, 0, Setor Bueno, Goiânia - GO "," R$ 1.550.000,00 ",Urbs Private 2, 225m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 245m² "," 1126 Com Rua 1129, 37, Setor Marista, Goiânia - GO "," R$ 2.430.000,00 ",R8 Imóveis, 245m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 60m² "," Avenida T 5 - Até 1501 - Lado Ímpar, 1135, Setor Bueno, Goiânia - GO "," R$ 230.000,00 ",Pointer Imoveis, 60m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 78m² "," Rua Montes Claros, 149, Parque Amazônia, Goiânia - GO "," R$ 465.000,00 ",Pointer Imoveis, 78m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 262m² "," Alameda das Rosas, 0, Setor Oeste, Goiânia - GO "," R$ 1.290.000,00 ",Urbs Private M, 262m² 
" Apartamento com 2 quartos à venda no bairro Serrinha, 60m² "," Avenida T 5, 0, Serrinha, Goiânia - GO "," R$ 360.000,00 ",Urbs Private 1, 60m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 67m² "," T 37, 3451, Setor Bueno, Goiânia - GO "," R$ 455.000,00 ",M2 Investimentos Imobiliários, 67m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 170m² "," T 44, 26, Setor Bueno, Goiânia - GO "," R$ 1.487.000,00 ",Nova Mercado Imobiliário, 170m² 
" Casa com 3 quartos à venda no bairro Cidade Jardim, 468m² "," Rua João Correia Lima, 0, Cidade Jardim, Goiânia - GO "," R$ 700.000,00 ",Urbs Private M, 468m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 79m² "," Rua T 53, 0, Setor Bueno, Goiânia - GO "," R$ 882.000,00 ",Urbs Private 1, 79m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 102m² "," Rua 6, 0, Setor Oeste, Goiânia - GO "," R$ 310.000,00 ",Urbs Private 1, 102m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 774m² "," Rua Arial, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 6.950.000,00 ",André Lima, 774m² 
" Casa em Condomínio com 3 quartos à venda no bairro Alvorada, 225m² "," Rua Alameda Irlanda, 123, Alvorada, Senador Canedo - GO "," R$ 1.125.000,00 ",Am&p Brasil Imobiliária Ltda, 225m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 204m² "," H, 349, Jardim Goiás, Goiânia - GO "," R$ 1.790.900,00 ",R8 Imóveis, 204m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 405m² "," Rua 1141, 0, Setor Marista, Goiânia - GO "," R$ 3.300.000,00 ",Urbs Private 2, 405m² 
" Casa com 3 quartos à venda no bairro Alvorada, 360m² "," Rua Escócia, 0, Alvorada, Senador Canedo - GO "," R$ 1.500.000,00 ",Urbs Private 2, 360m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 174m² "," T55, 10, Setor Bueno, Goiânia - GO "," R$ 890.000,00 ",R8 Imóveis, 174m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 71m² "," Rua Canuma, 362, Parque Amazônia, Goiânia - GO "," R$ 320.000,00 ",Amj Gestão Imobiliária, 71m² 
" Casa com 4 quartos à venda no bairro Residencial Aldeia do Vale, 2541m² "," Alameda das Amendoeiras, 0, Residencial Aldeia do Vale, Goiânia - GO "," R$ 4.500.000,00 ",Urbs Private M, 2541m² 
" Lote à venda no bairro Residencial Solar Ville, 200m² "," Rua Sv 7, 0, Residencial Solar Ville, Goiânia - GO "," R$ 100.000,00 ",Urbs Private M, 200m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 89m² "," Rua T 29, 0, Setor Bueno, Goiânia - GO "," R$ 670.000,00 ",Urbs Private 1, 89m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 146m² "," Rua 55, 0, Jardim Goiás, Goiânia - GO "," R$ 1.100.000,00 ",Urbs Private 1, 146m² 
" Casa com 3 quartos à venda no bairro Residencial Rio Verde, 240m² "," Rv 6, 1, Residencial Rio Verde, Goiânia - GO "," R$ 180.000,00 ",M2 Investimentos Imobiliários, 240m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 218m² "," 138, 100, Setor Marista, Goiânia - GO "," R$ 1.635.000,00 ",R8 Imóveis, 218m² 
" Apartamento com 2 quartos à venda no bairro Setor Aeroporto, 62m² "," Rua 10:00 Am, 84, Setor Aeroporto, Goiânia - GO "," R$ 195.000,00 ",Rede Dreamcasa, 62m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 687m² "," Rua Aspília, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 2.990.000,00 ",Urbs Private M, 687m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 221m² "," 1141, 342, Setor Marista, Goiânia - GO "," R$ 1.935.000,00 ",R8 Imóveis, 221m² 
" Lote à venda no bairro Residencial Marília, 270m² "," Rua Lisboa, 0, Residencial Marília, Senador Canedo - GO "," R$ 378.000,00 ",Urbs Private 2, 270m² 
" Apartamento com 2 quartos à venda no bairro Ocidental Parque, 45m² "," Quadra 7, 1, Ocidental Parque, Cidade Ocidental - GO "," R$ 64.287,00 ",Rede Dreamcasa, 45m² 
" Lote à venda no bairro Setor Aeroporto, 2217m² "," Rua 4, 0, Setor Aeroporto, Goiânia - GO "," R$ 5.000.000,00 ",Urbs Private M, 2217m² 
" Casa com 4 quartos à venda no bairro Jardins Bolonha, 381m² "," Rua das Figueiras, 0, Jardins Bolonha, Senador Canedo - GO "," R$ 1.850.000,00 ",Urbs Private M, 381m² 
" Casa com 3 quartos à venda no bairro Residencial Kátia, 100m² "," Rua José Cardoso de Brito, 1, Residencial Kátia, Goiânia - GO "," R$ 284.980,00 ",Rede Dreamcasa, 100m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 64m² "," T-37 Qd. 147 Lt. 18/20, 3457, Setor Bueno, Goiânia - GO "," R$ 438.000,00 ",R8 Imóveis, 64m² 
" Apartamento com 3 quartos à venda no bairro Serrinha, 88m² "," Avenida T 5, 1812, Serrinha, Goiânia - GO "," R$ 564.000,00 ",R8 Imóveis, 88m² 
" Casa com 3 quartos à venda no bairro Vila Maria Dilce, 150m² "," Rua 25 de Dezembro Casa 1, 0, Vila Maria Dilce, Goiânia - GO "," R$ 370.000,00 ",Urbs Private M, 150m² 
" Casa com 3 quartos à venda no bairro Faiçalville, 240m² "," Rua F41, 0, Faiçalville, Goiânia - GO "," R$ 550.000,00 ",Urbs Private M, 240m² 
" Apartamento com 2 quartos à venda no bairro Alto da Glória, 66m² "," Rua Fortaleza, 0, Alto da Glória, Goiânia - GO "," R$ 540.000,00 ",Urbs Private 1, 66m² 
" Apartamento com 3 quartos à venda no bairro Vila Brasília, 78m² "," Rua 13, 0, Vila Brasília, Aparecida de Goiânia - GO "," R$ 320.000,00 ",Urbs Private M, 78m² 
" Casa com 3 quartos à venda no bairro Conjunto Primavera, 119m² "," Rua Cp41, 0, Conjunto Primavera, Goiânia - GO "," R$ 219.000,00 ",Urbs Private M, 119m² 
" Lote em Condomínio à venda no bairro Jardins Nápoles, 403m² "," Go-403, Jardins Nápoles, Senador Canedo - GO "," R$ 320.000,00 ",Am&p Brasil Imobiliária Ltda, 403m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 69m² "," Av. T8, 2, Setor Bueno, Goiânia - GO "," R$ 474.000,00 ",R8 Imóveis, 69m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 125m² "," Rua T-30 Qd-52 Lote-16/18 Setor Bueno, 3, Setor Bueno, Goiânia - GO "," R$ 920.000,00 ",R8 Imóveis, 125m² 
 Casa com 4 quartos à venda no bairro Residencial Aldeia do Vale ," Rua das Caviúnas, 0, Residencial Aldeia do Vale, Goiânia - GO "," R$ 3.500.000,00 ",Urbs Private 3,
" Apartamento com 3 quartos à venda no bairro Jardim América, 121m² "," C228, 4, Jardim América, Goiânia - GO "," R$ 758.000,00 ",R8 Imóveis, 121m² 
" Apartamento com 2 quartos à venda no bairro Vila Rosa, 56m² "," Rua Dr. Joaquim Taveira C/ Avenida Independência, 5, Vila Rosa, Goiânia - GO "," R$ 260.000,00 ",R8 Imóveis, 56m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 170m² "," 135, 100, Setor Marista, Goiânia - GO "," R$ 1.685.000,00 ",Nova Mercado Imobiliário, 170m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 64m² "," T 44, 1, Setor Bueno, Goiânia - GO "," R$ 337.000,00 ",M2 Investimentos Imobiliários, 64m² 
" Lote à venda no bairro Cardoso, 1247m² "," Rua Senador Pedro Ludovico, 0, Cardoso, Aparecida de Goiânia - GO "," R$ 997.000,00 ",Urbs Private 1, 1247m² 
" Rural com 5 quartos à venda no bairro Sítio de Recreio Paraíso Tropical, 5000m² "," Rua dos Bem-te-vis, 0, Sítio de Recreio Paraíso Tropical, Goiânia - GO "," R$ 1.770.000,00 ",Urbs Private 1, 5000m² 
