Título,Endereço,Preço,Anunciante,Aréa
" Apartamento com 3 quartos à venda no bairro Setor Marista, 157m² "," Rua 1128, 2, Setor Marista, Goiânia - GO "," R$ 1.315.356,00 ",Pointer Imoveis, 157m² 
" Casa com 4 quartos à venda no bairro Jardins Verona, 524m² "," Rua das Rosálias, 0, Jardins Verona, Goiânia - GO "," R$ 3.500.000,00 ",Urbs Private 2, 524m² 
" Lote à venda no Condomínio Amin Camargo, 25000m² "," Via Amim Camargo, 0, Condomínio Amin Camargo, Goiânia - GO "," R$ 9.000.000,00 ",Urbs Private 2, 25000m² 
" Casa com 4 quartos à venda no bairro Centro, 296m² "," Rua Aleixo Antonio Alves, 0, Centro, Trindade - GO "," R$ 320.000,00 ",Urbs Private M, 296m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 132m² "," Rua 22, 22, Setor Oeste, Goiânia - GO "," R$ 885.000,00 ",R8 Imóveis, 132m² 
 Lote à venda no bairro Vila Maria ," Rua Tiradentes, 0, Vila Maria, Rio Verde - GO "," R$ 900.000,00 ",Rede Dreamcasa,
" Apartamento com 5 quartos à venda no bairro Central, 538m² "," Rua 16, 0, Central, Goiânia - GO "," R$ 1.850.000,00 ",Urbs Private 1, 538m² 
" Casa com 3 quartos à venda no bairro Recanto do Bosque, 300m² "," Rua Rb 18 a 5, 50, Recanto do Bosque, Goiânia - GO "," R$ 690.000,00 ",R8 Imóveis, 300m² 
" Casa com 3 quartos à venda no bairro Conjunto Fabiana, 231m² "," Rua 2-c, 0, Conjunto Fabiana, Goiânia - GO "," R$ 565.000,00 ",Urbs Private 1, 231m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 221m² "," 1141, 316, Setor Marista, Goiânia - GO "," R$ 1.858.900,00 ",R8 Imóveis, 221m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 267m² "," 146, 500, Setor Marista, Goiânia - GO "," R$ 2.321.388,00 ",R8 Imóveis, 267m² 
" Lote à venda no bairro Jardins Capri, 424m² "," Rua Bromélia, 1, Jardins Capri, Senador Canedo - GO "," R$ 370.000,00 ",M2 Investimentos Imobiliários, 424m² 
" Casa com 4 quartos à venda no bairro Santa Genoveva, 312m² "," Rua da Concórdia, 0, Santa Genoveva, Goiânia - GO "," R$ 1.280.303,00 ",Urbs Private 1, 312m² 
" Apartamento com 2 quartos à venda no bairro Jardim Bela Vista - Continuação, 45m² "," Bela Vista, 1, Jardim Bela Vista - Continuação, Aparecida de Goiânia - GO "," R$ 195.000,00 ",M2 Investimentos Imobiliários, 45m² 
" Chácara com 3 quartos à venda no bairro Vargem Bonita, 180m² "," 0, 0, Vargem Bonita, Senador Canedo - GO "," R$ 1.500.000,00 ",Rede Dreamcasa, 180m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 182m² "," 1124 - Quadra 219, 273, Setor Marista, Goiânia - GO "," R$ 1.634.616,00 ",R8 Imóveis, 182m² 
" Apartamento com 5 quartos à venda no bairro Nova Suiça, 242m² "," Rua C258, 0, Nova Suiça, Goiânia - GO "," R$ 850.000,00 ",Urbs Private M, 242m² 
" Lote à venda no bairro Jardins Barcelona, 300m² "," Rua Damieta, 0, Jardins Barcelona, Senador Canedo - GO "," R$ 254.500,00 ",Urbs Private 1, 300m² 
" Apartamento com 3 quartos à venda no bairro Vila Maria José, 77m² "," Avenida do Comércio, 0, Vila Maria José, Goiânia - GO "," R$ 500.000,00 ",Urbs Private 1, 77m² 
" Cobertura com 6 quartos à venda no bairro Setor Oeste, 650m² "," Rua 14, 95, Setor Oeste, Goiânia - GO "," R$ 1.050.000,00 ",Pointer Imoveis, 650m² 
" Apartamento com 2 quartos à venda no bairro Goiânia 02, 106m² "," Av. Pedro Paulo de Souza, 953, Goiânia 02, Goiânia - GO "," R$ 520.000,00 ",Luyggi Rodrigues, 106m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 100m² "," 2, 100, Setor Oeste, Goiânia - GO "," R$ 699.000,00 ",Nova Mercado Imobiliário, 100m² 
" Apartamento com 2 quartos à venda no bairro Bela Vista, 68m² "," Alameda Couto Magalhães, 352, Bela Vista, Goiânia - GO "," R$ 329.000,00 ",Am&p Brasil Imobiliária Ltda, 68m² 
" Casa com 3 quartos à venda no bairro Residencial Vereda dos Buritis, 178m² "," Vb 19, 2, Residencial Vereda dos Buritis, Goiânia - GO "," R$ 900.000,00 ",Nova Mercado Imobiliário, 178m² 
" Casa com 4 quartos à venda no bairro Setor Central, 2009m² "," Rua Engenheiro Portela 510 Ac Anápolis, 0, Setor Central, Anápolis - GO "," R$ 4.500.000,00 ",Urbs Private 2, 2009m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 115m² "," Rua T 37, 0, Setor Bueno, Goiânia - GO "," R$ 440.000,00 ",Urbs Private 2, 115m² 
" Apartamento com 2 quartos à venda no bairro Chácaras Bela Vista, 52m² "," Residencial Jardins do Cerrado, 0, Chácaras Bela Vista, Aparecida de Goiânia - GO "," R$ 180.000,00 ",Urbs Private 1, 52m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 66m² "," Rua 90, 0, Setor Marista, Goiânia - GO "," R$ 210.000,00 ",André Lima, 66m² 
" Casa com 4 quartos à venda no bairro Faiçalville, 490m² "," Rua F44, 0, Faiçalville, Goiânia - GO "," R$ 1.100.000,00 ",Urbs Private 1, 490m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 79m² "," Rua C145, 0, Jardim América, Goiânia - GO "," R$ 370.000,00 ",André Lima, 79m² 
" Casa com 3 quartos à venda no bairro Jardim Europa, 585m² "," Rua Puccini, 0, Jardim Europa, Goiânia - GO "," R$ 550.000,00 ",Urbs Private 3, 585m² 
" Lote à venda no bairro Vila Maria, 360m² "," Rua Antônio Lopes Trindade, 1, Vila Maria, Aparecida de Goiânia - GO "," R$ 120.000,00 ",Juliana Romer Negócios Imobiliários, 360m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 110m² "," Rua 1037, 0, Pedro Ludovico, Goiânia - GO "," R$ 390.000,00 ",Urbs Private 3, 110m² 
" Apartamento com 2 quartos à venda no bairro Residencial Eldorado, 51m² "," Avenida Milão, 17, Residencial Eldorado, Goiânia - GO "," R$ 227.000,00 ",R8 Imóveis, 51m² 
" Apartamento com 4 quartos à venda no bairro Bela Vista, 135m² "," Rua S 2, 309, Bela Vista, Goiânia - GO "," R$ 410.000,00 ",Jovita Cruvinel, 135m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 105m² "," 9, 537, Setor Oeste, Goiânia - GO "," R$ 400.000,00 ",M2 Investimentos Imobiliários, 105m² 
" Casa em Condomínio com 5 quartos à venda no bairro Alphaville Flamboyant Residencial Araguaia, 509m² "," Rua Ibicuí, 17, Alphaville Flamboyant Residencial Araguaia, Goiânia - GO "," R$ 3.980.000,00 ",Amj Gestão Imobiliária, 509m² 
" Casa com 3 quartos à venda no bairro Loteamento Gameleira, 240m² "," Rua do Ipê Amarelo, 0, Loteamento Gameleira, Rio Verde - GO "," R$ 700.000,00 ",Rede Dreamcasa, 240m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 135m² "," T- 2, 1, Setor Bueno, Goiânia - GO "," R$ 1.045.000,00 ",R8 Imóveis, 135m² 
" Lote à venda no bairro Goiá 2, 360m² "," Rua Terezinha Lourenço dos Santos, 0, Goiá 2, Goiânia - GO "," R$ 190.000,00 ",Urbs Private 2, 360m² 
" Casa com 4 quartos à venda no bairro Jardins Atenas, 434m² "," Rua A32, 0, Jardins Atenas, Goiânia - GO "," R$ 2.900.000,00 ",Urbs Private M, 434m² 
" Casa com 4 quartos à venda no bairro Santa Genoveva, 473m² "," Rua Tamboril, 0, Santa Genoveva, Goiânia - GO "," R$ 1.100.000,00 ",Urbs Private 1, 473m² 
" Casa com 3 quartos à venda no bairro Jardim Novo Mundo, 3074m² "," Rua Hollywood, 0, Jardim Novo Mundo, Goiânia - GO "," R$ 500.000,00 ",Urbs Private 1, 3074m² 
" Casa com 3 quartos à venda no bairro Residencial Gameleira, 105m² "," Rua Manoel Mota, 3, Residencial Gameleira, Rio Verde - GO "," R$ 400.000,00 ",Rede Dreamcasa, 105m² 
" Lote à venda no bairro Portal do Sol I, 269m² "," Qd. 11 Lt. 20, 0, Portal do Sol I, Goiânia - GO "," R$ 328.408,00 ",Urbs Private 3, 269m² 
" Lote à venda no bairro Jardim Luz, 572m² "," Rua Amadeu Mozart, 0, Jardim Luz, Aparecida de Goiânia - GO "," R$ 400.750,00 ",Urbs Private 2, 572m² 
" Casa com 2 quartos à venda no bairro Parque Oeste Industrial, 120m² "," Rua do Manganês, 0, Parque Oeste Industrial, Goiânia - GO "," R$ 470.000,00 ",Urbs Private 1, 120m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 316m² "," Rua 148, 0, Setor Marista, Goiânia - GO "," R$ 2.950.000,00 ",Urbs Private 2, 316m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 123m² "," Rua 70, 0, Jardim Goiás, Goiânia - GO "," R$ 970.000,00 ",Urbs Private 3, 123m² 
" Casa em Condomínio com 4 quartos à venda no bairro Jardins Valência, 389m² "," Dos Jacarandás, 1, Jardins Valência, Goiânia - GO "," R$ 2.650.000,00 ",R8 Imóveis, 389m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 131m² "," Rua T 44, 0, Setor Bueno, Goiânia - GO "," R$ 670.000,00 ",Urbs Private 2, 131m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 180m² "," Rua 70, 0, Jardim Goiás, Goiânia - GO "," R$ 1.250.000,00 ",Urbs Private 3, 180m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 125m² "," T-30, 10, Setor Bueno, Goiânia - GO "," R$ 910.000,00 ",R8 Imóveis, 125m² 
" Lote à venda no bairro Santa Genoveva, 3200m² "," Caraíbas, 1, Santa Genoveva, Goiânia - GO "," R$ 2.500.000,00 ",M2 Investimentos Imobiliários, 3200m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 129m² "," R. 38, 7, Setor Marista, Goiânia - GO "," R$ 999.000,00 ",R8 Imóveis, 129m² 
" Casa com 3 quartos à venda no bairro Jardim Atlântico, 210m² "," Rua do Xaréu, 0, Jardim Atlântico, Goiânia - GO "," R$ 540.000,00 ",Urbs Private 1, 210m² 
" Apartamento com 4 quartos à venda no bairro Nova Suiça, 114m² "," C258, 519, Nova Suiça, Goiânia - GO "," R$ 610.000,00 ",Nova Mercado Imobiliário, 114m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 221m² "," Viela 1141, 13, Setor Marista, Goiânia - GO "," R$ 1.900.000,00 ",Am&p Brasil Imobiliária Ltda, 221m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 152m² "," Rua T 55, 0, Setor Bueno, Goiânia - GO "," R$ 1.210.000,00 ",Urbs Private 1, 152m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 94m² "," Avenida T 13, 0, Setor Bueno, Goiânia - GO "," R$ 650.000,00 ",Urbs Private 3, 94m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 152m² "," Rua T 55, 0, Setor Bueno, Goiânia - GO "," R$ 1.210.000,00 ",Urbs Private 2, 152m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 285m² "," T 53, 692, Setor Bueno, Goiânia - GO "," R$ 2.500.000,00 ",R8 Imóveis, 285m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 128m² "," Rua T 48, 0, Setor Bueno, Goiânia - GO "," R$ 650.000,00 ",Urbs Private 2, 128m² 
" Casa com 4 quartos à venda no bairro Santa Genoveva, 348m² "," Rua da Concórdia, 0, Santa Genoveva, Goiânia - GO "," R$ 1.680.214,00 ",Urbs Private M, 348m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 1430m² "," Rua Pau Brasil, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 11.000.000,00 ",Urbs Private 2, 1430m² 
" Casa em Condomínio com 3 quartos à venda no bairro Jardim América, 150m² "," 74265300, 300, Jardim América, Goiânia - GO "," R$ 530.000,00 ",R8 Imóveis, 150m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 122m² "," 1138, 248, Setor Marista, Goiânia - GO "," R$ 958.000,00 ",R8 Imóveis, 122m² 
" Casa com 3 quartos à venda no bairro Residencial Parque Mendanha, 597m² "," Rua Pm 11, 0, Residencial Parque Mendanha, Goiânia - GO "," R$ 2.200.000,00 ",Urbs Private M, 597m² 
" Casa com 3 quartos à venda no bairro Chácaras São Pedro, 221m² "," Rua 6, 0, Chácaras São Pedro, Aparecida de Goiânia - GO "," R$ 380.000,00 ",Urbs Private M, 221m² 
" Apartamento com 1 quarto à venda no bairro Leste Universitário, 37m² "," Rua 227, 0, Leste Universitário, Goiânia - GO "," R$ 350.000,00 ",Urbs Private M, 37m² 
" Casa com 5 quartos à venda no bairro Jardins Atenas, 434m² "," Rua A13, 0, Jardins Atenas, Goiânia - GO "," R$ 2.680.000,00 ",Urbs Private M, 434m² 
" Apartamento com 2 quartos à venda no bairro Pedro Ludovico, 79m² "," Avenida Segunda Radial, 0, Pedro Ludovico, Goiânia - GO "," R$ 180.000,00 ",Urbs Private 3, 79m² 
" Casa com 4 quartos à venda no bairro Parque das Laranjeiras, 393m² "," Rua das Araras, 0, Parque das Laranjeiras, Goiânia - GO "," R$ 1.290.000,00 ",Urbs Private M, 393m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 168m² "," Rua T 49, 925, Setor Bueno, Goiânia - GO "," R$ 1.100.000,00 ",Pinamar, 168m² 
" Apartamento com 3 quartos à venda no bairro Vila Lucy, 75m² "," Avenida a, 1135, Vila Lucy, Goiânia - GO "," R$ 390.000,00 ",Pointer Imoveis, 75m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 128m² "," Rua 56, 0, Jardim Goiás, Goiânia - GO "," R$ 940.000,00 ",Urbs Private 3, 128m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 538m² "," Rua Ggc25, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 2.800.000,00 ",Urbs Private 3, 538m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 590m² "," Avenida T 5, 0, Setor Bueno, Goiânia - GO "," R$ 6.980.000,00 ",Urbs Private 2, 590m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 427m² "," Rua Ggc46, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.800.000,00 ",Urbs Private 1, 427m² 
" Casa em Condomínio com 3 quartos à venda no bairro Residencial Goiânia Golfe Clube, 276m² "," Ggc31 Qd 33 Lt 23, 23, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 2.100.000,00 ",Nova Mercado Imobiliário, 276m² 
" Lote à venda no bairro Alphaville Flamboyant, 689m² "," Avenida Mambaí, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 1.930.000,00 ",André Lima, 689m² 
" Casa com 5 quartos à venda no bairro Portal do Sol I, 360m² "," Avenida Ayrton Senna, 0, Portal do Sol I, Goiânia - GO "," R$ 2.200.000,00 ",Urbs Private 2, 360m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 90m² "," Rua C228, 0, Jardim América, Goiânia - GO "," R$ 570.000,00 ",Urbs Private 2, 90m² 
" Apartamento com 3 quartos à venda no bairro Alto da Glória, 85m² "," Rua Natal, 0, Alto da Glória, Goiânia - GO "," R$ 600.000,00 ",Urbs Private 1, 85m² 
" Lote em Condomínio à venda no bairro Setor Central, 800m² "," Setor Central, Silvânia - GO "," R$ 399.000,00 ",Ricardo Neri Imóveis, 800m² 
" Casa com 2 quartos à venda no bairro Jardim Eli Forte, 57m² "," Jardim Eli Forte, Goiânia - GO "," R$ 195.000,00 ",Cerrado Imóveis, 57m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 82m² "," Setor Oeste, Goiânia - GO "," R$ 280.000,00 ",Casabella, 82m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 174m² "," Jardim Goiás, Goiânia - GO "," R$ 1.230.686,00 ",Alfa Representações, 174m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 174m² "," Setor Marista, Goiânia - GO "," R$ 1.260.000,00 ",Jorcelino Teixeira, 174m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 230m² "," Setor Bueno, Goiânia - GO "," R$ 1.600.000,00 ",Rw Imóveis, 230m² 
" Casa em Condomínio com 3 quartos à venda no bairro Residencial Anuar Auad, 269m² "," Residencial Anuar Auad, Senador Canedo - GO "," R$ 650.000,00 ",Mariamne Lopes, 269m² 
" Casa em Condomínio com 4 quartos à venda no bairro Alphaville Cruzeiro do Sul, 738m² "," Alphaville Cruzeiro do Sul, Goiânia - GO "," R$ 8.500.001,00 ",Regina Neves Corretora, 738m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 300m² "," Setor Oeste, Goiânia - GO "," R$ 890.000,00 ",Alfa Representações, 300m² 
" Chácara à venda no bairro Jardim Novo Mundo, 1740m² "," Jardim Novo Mundo, Goiânia - GO "," R$ 460.000,00 ",Shamara Oliveira, 1740m² 
" Apartamento com 2 quartos à venda no bairro Pedro Ludovico, 111m² "," Pedro Ludovico, Goiânia - GO "," R$ 767.658,00 ",Alfa Representações, 111m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 100m² "," Setor Oeste, Goiânia - GO "," R$ 395.000,00 ",Rw Imóveis, 100m² 
" Apartamento com 2 quartos à venda no bairro Jardim Atlântico, 55m² "," Jardim Atlântico, Goiânia - GO "," R$ 193.205,00 ",Luma Imóveis, 55m² 
" Casa à venda no bairro Mansões das Águas Quentes, 600m² "," Mansões das Águas Quentes, Caldas Novas - GO "," R$ 240.000,00 ",Jones Imóveis, 600m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 121m² "," Jardim América, Goiânia - GO "," R$ 589.000,00 ",A Vésper Agência de Imóveis III, 121m² 
" Lote à venda no bairro Vila Nova Canaã, 420m² "," Vila Nova Canaã, Goiânia - GO "," R$ 420.000,00 ",Alfa Representações, 420m² 
" Apartamento com 2 quartos à venda no bairro Setor Sul, 69m² "," Setor Sul, Goiânia - GO "," R$ 198.000,00 ",Rvs Imóveis, 69m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 105m² "," Setor Bueno, Goiânia - GO "," R$ 550.000,00 ",Investt Imóveis, 105m² 
" Casa em Condomínio com 4 quartos à venda no bairro Jardins Verona, 242m² "," Jardins Verona, Goiânia - GO "," R$ 2.550.000,00 ",Luigi Consultoria Imobiliária, 242m² 
" Casa em Condomínio com 4 quartos à venda no bairro Jardins Paris, 400m² "," Jardins Paris, Goiânia - GO "," R$ 2.950.000,00 ",Luigi Consultoria Imobiliária, 400m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 245m² "," Setor Marista, Goiânia - GO "," R$ 2.500.000,00 ",Rw Imóveis, 245m² 
 Lote à venda no bairro Vila Rosa ," Vila Rosa, Goiânia - GO "," R$ 290.000,00 ",Prime Imóveis,
" Apartamento com 3 quartos à venda no bairro Bela Vista, 94m² "," Bela Vista, Goiânia - GO "," R$ 556.014,00 ",Alfa Representações, 94m² 
" Lote à venda no bairro Castelo Branco, 380m² "," Castelo Branco, Goiânia - GO "," R$ 350.000,00 ",Mariamne Lopes, 380m² 
" Apartamento com 3 quartos à venda no bairro Coimbra, 81m² "," Coimbra, Goiânia - GO "," R$ 469.867,00 ",Alfa Representações, 81m² 
" Cobertura com 3 quartos à venda no bairro Setor Bueno, 113m² "," Setor Bueno, Goiânia - GO "," R$ 450.000,00 ",Cig - Consultoria Imobiliária e Gestão, 113m² 
" Casa com 3 quartos à venda no bairro Parque Anhanguera, 200m² "," Parque Anhanguera, Goiânia - GO "," R$ 870.000,00 ",Cerrado Imóveis, 200m² 
" Apartamento com 2 quartos à venda no bairro Vila Rosa, 61m² "," Vila Rosa, Goiânia - GO "," R$ 265.000,00 ",Investt Imóveis, 61m² 
" Casa em Condomínio com 3 quartos à venda no bairro Jardins Capri, 313m² "," Jardins Capri, Senador Canedo - GO "," R$ 1.292.000,00 ",Mariamne Lopes, 313m² 
" Lote em Condomínio à venda no bairro Jardins França, 407m² "," Jardins França, Goiânia - GO "," R$ 916.000,00 ",Mariamne Lopes, 407m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 79m² "," Setor Bueno, Goiânia - GO "," R$ 280.000,00 ",Investt Imóveis, 79m² 
 Lote à venda no bairro Medeiros ," Medeiros, Rio Verde - GO "," R$ 100.000,00 ",Alfa Representações,
" Apartamento com 2 quartos à venda no bairro Goiânia 02, 56m² "," Goiânia 02, Goiânia - GO "," R$ 190,00 ",Rebouças Imóveis, 56m² 
" Casa com 3 quartos à venda no bairro Cidade Vera Cruz, 296m² "," Cidade Vera Cruz, Aparecida de Goiânia - GO "," R$ 210.000,00 ",Barreto Imóveis, 296m² 
" Apartamento com 2 quartos à venda no bairro Setor Oeste, 73m² "," Setor Oeste, Goiânia - GO "," R$ 474.955,00 ",Alfa Representações, 73m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 122m² "," Setor Bueno, Goiânia - GO "," R$ 1.280.000,00 ",Mariamne Lopes, 122m² 
" Casa em Condomínio com 4 quartos à venda no bairro Jardim Atlântico, 191m² "," Jardim Atlântico, Goiânia - GO "," R$ 1.069.000,00 ",Lourenco Construtora e Incorporadora, 191m² 
" Lote em Condomínio à venda no bairro Área Rural de Luziânia, 700m² "," Área Rural de Luziânia, Luziânia - GO "," R$ 233.000,00 ",Ricardo Neri Imóveis, 700m² 
" Apartamento com 2 quartos à venda no bairro Vila Rosa, 56m² "," Vila Rosa, Goiânia - GO "," R$ 283.000,00 ",Investt Imóveis, 56m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 220m² "," Setor Marista, Goiânia - GO "," R$ 1.872.805,00 ",Alfa Representações, 220m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 72m² "," Pedro Ludovico, Goiânia - GO "," R$ 345.000,00 ",Investt Imóveis, 72m² 
" Apartamento com 2 quartos à venda no bairro Setor Oeste, 68m² "," Setor Oeste, Goiânia - GO "," R$ 469.921,00 ",Alfa Representações, 68m² 
